anexo;linha;ncm;descricao;aliquota;observacao;vigencia_inicio;vigencia_fim
ANEXO XIV;360;360;"VACINA ADSORVIDA 
			DIFTERIA, TÉTANO, PERTUSSIS, HEPATITE B (RECOMBINANTE) E HAEMOPHILUS 
			INFLUENZAE B (CONJUGADA)";3002.41.29;;;
ANEXO XIV;361;361;"VACINA ADSORVIDA 
			HEPATITE A (INATIVADA)";3002.41.29;;;
ANEXO XIV;362;362;VACINA BCG;3002.41.29;;;
ANEXO XIV;363;363;"VACINA CÓLERA 
			(INATIVADA)";3002.41.29;;;
ANEXO XIV;364;364;VACINA COVID-19;3002.41.29;;;
ANEXO XIV;365;365;"VACINA DENGUE 1, 2, 3 E 
			4";3002.41.29;;;
ANEXO XIV;366;366;"VACINA FEBRE AMARELA 
			(ATENUADA)";3002.41.29;;;
ANEXO XIV;367;367;"VACINA FEBRE TIFÓIDE 
			(POLISSACARÍDICA)";3002.41.29;;;
ANEXO XIV;368;368;"VACINA HAEMOPHILUS 
			INFLUENZAE B (CONJUGADA)";3002.41.29;;;
ANEXO XIV;369;369;"VACINA HEPATITE B 
			(RECOMBINANTE)";3002.41.23;;;
ANEXO XIV;370;370;"VACINA INFLUENZA 
			TRIVALENTE (FRAGMENTADA, INATIVADA)";3002.41.21;;;
ANEXO XIV;371;371;"VACINA MENINGOCÓCICA 
			ACWY (CONJUGADA)";3002.41.25;;;
ANEXO XIV;372;372;"VACINA MENINGOCÓCICA C 
			(CONJUGADA)";3002.41.25;;;
ANEXO XIV;373;373;"VACINA PAPILOMAVÍRUS 
			HUMANO 6, 11, 16 E 18 (RECOMBINANTE)";3002.41.29;;;
ANEXO XIV;374;374;"VACINA PNEUMOCÓCICA 
			10-VALENTE (CONJUGADA)";3002.41.29;;;
ANEXO XIV;375;375;"VACINA PNEUMOCÓCICA 
			13-VALENTE (CONJUGADA)";3002.41.29;;;
ANEXO XIV;376;376;"VACINA PNEUMOCÓCICA 
			23-VALENTE (POLISSACARÍDICA)";3002.41.29;;;
ANEXO XIV;377;377;"VACINA POLIOMIELITE 1 E 
			3 (ATENUADA)";3002.41.22;;;
ANEXO XIV;378;378;"VACINA POLIOMIELITE 1, 2 
			E 3 (INATIVADA)";3002.41.22;;;
ANEXO XIV;379;379;VACINA RAIVA (INATIVADA);3002.41.29;;;
ANEXO XIV;380;380;"VACINA 
			ROTAVÍRUS HUMANO G1P 8 (ATENUADA)";3002.41.29;;;
ANEXO XIV;381;381;"VACINA SARAMPO, CAXUMBA, 
			RUBÉOLA";3002.41.27;;;
ANEXO XIV;382;382;"VACINA SARAMPO, CAXUMBA, 
			RUBÉOLA E VARICELA (ATENUADA)";3002.41.29;;;
ANEXO XIV;383;383;"VACINA VARICELA 
			(ATENUADA)";3002.41.29;;;
